id,asins,brand,primaryCategories,manufacturer,manufacturerNumber,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.title,reviews.username
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,External pdf does not work properly,Superuser37
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,False,,1,1,Tricked into buying,Keith
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,135864424.0,4,4,"Easy to use, bare-bones reading device",Nibbler
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great e-reader for beginners,st2005
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Good Deal for the Price,Robe12
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Great,kdla
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Easy and simple,Kathy
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Compact and light,Debbie
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great product at great price.,Tupiman
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great reading tool,drd1
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,2,4,Great reader but not perfect,MrPhilTX
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Great product,Jeff
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Great Product,flexorcist
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,good design,mother
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,kindle touch,dk22
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Great,JimA
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Useful and practical,yespicklejuiceisgood
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great for book reader,AB79
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,This is my new baby,Vincent
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great ebook reader,Khan
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Excellent,Faithfy
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great product,richard
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,A Terrific and Highly Appreciated Gift,Ed51648
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Good Product,TinLexington
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Love this little e-reader,DustinS
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Loving it!,Juj14
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Love the touch screen,Hikjer
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,9,4,For mom,Msimon
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,"Great product, well designed",gpro1
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,great,Satyendra
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Good reader,Mark
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great mid-range Kindle,Splorticus
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,3,Good for books,Chris
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,"Small, light and easy to read",Carolyn
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,1,5,Great reader with long battery life,Stu76
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,easy to use,mao1
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Fabulous Gifting item.,fitfreak
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,great e book,jay5
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,great update,johnjohn
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great E-Reader,KEBB
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,1,5,Great Product,yhmitchell
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,unbeatable price,JQisntadumbass
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Amazon Kindle is Perfect,Robert
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Good,akilanmc
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,good for my teenager,cookie1982
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Love to read,Bubba
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Works,Skip
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Finally started reading again,thehands
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,1,5,Nice Product of Kindle begineers,Priyesh3d3
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great E-reader,VirginiaSlim
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Great product for its purpose,Betty
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,False,108211188.0,97,1,Don't bother,Kev
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Great product,Jeff
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,False,,0,3,"Amazon Kindle, Black",Ckkparker
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,The best device for reading,slgtr1
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great product,richard
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,The home screen is not terribly easy to navigate.,MusicMan
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Light and easy,BiggerTigger
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,False,152240083.0,0,4,Should have bought paperwhite,Jessa
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,False,,0,3,Good for entry level reader,Ashish
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,2,4,Great Kindle quality for a reasonable price.,Theresa
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,False,,0,2,ughhh ok,kcladyz
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Child loves her Kindle,johnjohn
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,3,Good for the price,Fievel22
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Kindle,Yo40
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Love my kindle,Tfisher
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Can convert pdf to kindle format,Barisch
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,I like it.,Nastasiya
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,NEW AND IMPROVED,WINDY
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,good product,noname
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,great device,ddrraz
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,4,Great e reader,Lauri
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,3,Okay,frheel9
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,nice gift,wcy405100
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,False,,0,2,"The screen is too dark, and cannot adjust it",Mickey
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great kindle for the price.,Elle
AVqVGZNvQMlgsOJE6eUY,B00ZV9PXP2,Amazon,Electronics,Amazon,B00ZV9PXP2,True,,0,5,Great Item,Brian
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Amazon Echo Show - Greatest Gift EVER,doyson
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Amazon Echo Show,BBReview
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Had to upgrade,Christi
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,"Practical, easy to setup",ConsistentBuyer
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Awesome having Show!,Ciro
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Amazon show,Nome
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great looking design.,kennrzz
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great product,Angel
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Coz its still evolving,Vikash
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,All consumers should have 1,Coop
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Best gift ever!,Dshopper8
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,"Nice screen, speakers needs improvement though.",JBD1127
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Bought two!,Tina121588
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,So simple and powerful!,Tess
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great product,Giorgio
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Excited to try this new device from Amazon,bonnie
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Very cool product,Bestbuyjunkie
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Great for locations where screen is viewable,exorcist
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,"informative, fun",roland
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,great device allows real time vision exchange,bobkinaz
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Excellent with Hue Lights and more,Gene
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Love the Amazon Show,Dakotaice
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Works Great,MikeG
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Echo Show is a great item to add!,ewohl726
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great item for elderly parent,Flowermom
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Great gift,Harley78
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,198194852.0,0,5,Excellent,Wonderful
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Lot of potential,KrissMG
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,The Screen changes everything.,Falloutboy210
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,FREAKIN' AWESOME,wdeanna48
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great intercom,Jeff
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,185118492.0,1,5,Awesome,nicole
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great for music,drollins431
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Very cool,Russell
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Lots of potential,JeffW
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Terrific product,DonR
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Great product!,Trentendo
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Good product,Tony
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great Alexa to view,chocolate
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Echo Show,Lindy
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,The Echo show Rocks,Bucktrack0
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Does what I need,Melody
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Love it,Manofsteel
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Christmas presents for my mother and son,laf452
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great product.,Psmithph3
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Just love it!!,TeejSC
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Simply Awesome,JM808
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,False,,0,2,not big fan,Davedz87
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Fun,Loop
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Gotta love Alexa,Miskatonic
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great space saver!,techappreciator
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Love this product,Beccad79
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Awesome,JoseP
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,A screen makes a big difference.,Relativist
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Cool gadget,Dolfan
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Great for checking in on the house,Robin
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Hal 9000,Oldmangamer
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,It’s great,Boymikey77
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Easy setup,Customer
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Best Echo by Amazon,Chrisell
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great Amazon Product,rick
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Alexa,9796
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Gave as a gift they loved it.,Radarblade
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great product,Sambuy87
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Fun for the family,MrsT
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,lots to love,Hilti
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,False,,0,3,not as intelligent as I was told,ZIGEPS
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,16,5,Returned a Nucleus for this gem and it is a beauty,recruiter89
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Love it,Skonrad
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Love it,Mbeazy
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Great for Everyone,tcl617
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Phone calling,Gears
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,188010536.0,0,5,Great upgrade from the echo dot,Jgrimes
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Kid friendly,mdharbarth
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,I don't know why I waited so long,scottlimpus
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Works great!,AmyB
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Seen it in action at the store,ChristisKing
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Happy with it,Linda
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Love alexa,aly102
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,5,Good deal,Curdy
AWFUWc8THh53nbDRF6YO,B010CEHQTG,Amazon,Electronics|Hardware,Amazon,B010CEHQTG,True,,0,4,Great for info,Murphy
