id,asins,brand,primaryCategories,manufacturer,manufacturerNumber,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.username
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByWilliam
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByA. R. Colon
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByOli S.
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByLuis A Molina
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByJOSH
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByMatthew
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByHOVI HATTER
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAZNickW
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByMichael
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Byelan
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByJnzWorld
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByC
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,1,ByCSDennett
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByLINDA PROWELL SMITH
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,2,ByShopInNC
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByM. B.
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAmazon Customer
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByPaul A. Dietrich
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAmy Stowe
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAmazon Customer
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByDV Seel
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByTarandeep Singh
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,3,ByR. Hipp
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAmazon Customer
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByRaodmo
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,Byjohn
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByHeather
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByK. Bender
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,BySamuel D. Thomas
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByCollin B.
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,By951Jimbo
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByLMP
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByA. Boyd
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByRichard
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByBeachdog7
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByMarc Strand
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByMikeRigel
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByP. Goldsmith
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByWalter E. Kaiser
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByCambridgecanal
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByKipper
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Bybejenerous
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByTravis McDowell
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByPatricia M. Dashiell
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByJennifer R Becker
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByCathy Watson
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,BySarah R Bennett
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByRory P. Biggins
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByILIR17
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByCurtis Taylor Numberg
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,2,ByPaul J.
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAdam
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByDoug
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByWilliam A Gioiosa
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByLuis Dyer
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByGary H. Labowitz
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Byaardvark
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByChristopher Malone
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByWhistlers Mom
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByMatthew B.
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAshley Mervin
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByMs.Bane
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,1,Byslick55
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,2,ByFar2Organized
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByDuffer.
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByDeKalz
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Bymarichal
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Bywilliam kern
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Byrobtay7
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByMariB
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByDZ
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByBryan Pike
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAmazon Customer
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Bybrian perez
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByCarla
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Bysheila ware
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByDS-Says
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByK2
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByROBERT BERNACCHI
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByFlint
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Bygentlman4u
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAlex P.
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,BySusie 28
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Bykspol
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByT. Bicehouse
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByHappyGrumpy
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByF A Howayeck Jr
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,BySands
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByJoe Brown
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByBOS116
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,Byprecious
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByJennifer
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByKate
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByLin
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByMoose MaGee
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByDavid L. Casey
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByMort Roberts
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAndre M.
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByPez
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByKen Voss
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByRJS
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByAmazon Customer
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByF. Weyerts
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByKen Walker
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByPaul Kruger
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByBluesHawk707
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByScottB
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByKimo
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,BySuperstar
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByClayTheMan
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByCaptive Yet Free
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,5,ByNancy
AVpgNzjwLJeJML43Kpxn,B00QWO9P0O|B00LH3DMUO,Amazonbasics,Health & Beauty,AmazonBasics,HL-002619,,,,4,ByAmazon Customer
